current_path	proposed_path	disposition	confidence	routing_rule	rationale
Grad Recruiting/RBC/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/RBC/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/RBC/Global Markets Analyst/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/RBC/Global Markets Analyst/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/RBC/Global Markets Analyst/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/RBC/Global Markets Analyst/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/RBC/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/RBC/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/RBC/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/RBC/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Resume/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/Resume/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Resume/Banking : Finance /Leo Goldberg Resume.docx	career-core/resumes/grad-recruiting/Banking : Finance /Leo Goldberg Resume.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Banking : Finance /Leo Goldberg Resume.pdf	career-core/resumes/grad-recruiting/Banking : Finance /Leo Goldberg Resume.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/BayFirst/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/Resume/BayFirst/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Resume/BayFirst/New/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/Resume/BayFirst/New/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Resume/BayFirst/New/Leo Goldberg Resume.docx	career-core/resumes/grad-recruiting/BayFirst/New/Leo Goldberg Resume.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/BayFirst/New/Leo Goldberg Resume.pdf	career-core/resumes/grad-recruiting/BayFirst/New/Leo Goldberg Resume.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/BayFirst/New/Pyschology Today Profile Recomendation.pdf	career-core/resumes/grad-recruiting/BayFirst/New/Pyschology Today Profile Recomendation.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/BayFirst/Old/Leo Goldberg Resume (claude).docx	career-core/resumes/grad-recruiting/BayFirst/Old/Leo Goldberg Resume (claude).docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/BayFirst/Old/Leo Goldberg Resume (updated bullets).docx	career-core/resumes/grad-recruiting/BayFirst/Old/Leo Goldberg Resume (updated bullets).docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/BayFirst/Old/Leo Goldberg Resume (updated).docx	career-core/resumes/grad-recruiting/BayFirst/Old/Leo Goldberg Resume (updated).docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/BayFirst/Old/Leo Goldberg Resume .docx	career-core/resumes/grad-recruiting/BayFirst/Old/Leo Goldberg Resume .docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/BayFirst/~$o Goldberg Resume .docx	legacy-unclassified/system-metadata/Grad Recruiting/Resume/BayFirst/~$o Goldberg Resume .docx	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Resume/Consulting/Leo Goldberg Resume.docx	career-core/resumes/grad-recruiting/Consulting/Leo Goldberg Resume.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Consulting/Leo Goldberg Resume.pdf	career-core/resumes/grad-recruiting/Consulting/Leo Goldberg Resume.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Consulting/Resume General.pdf	career-core/resumes/grad-recruiting/Consulting/Resume General.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Leo Goldberg Resume Chat	career-core/resumes/grad-recruiting/Leo Goldberg Resume Chat	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Leo Goldberg Resume Chat 2	career-core/resumes/grad-recruiting/Leo Goldberg Resume Chat 2	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume (old b ut good) .pdf	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume (old b ut good) .pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume 19 Back Up.docx	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume 19 Back Up.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume 20.docx	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume 20.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume 21.docx	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume 21.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume 22.docx	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume 22.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume 23.docx	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume 23.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume 23.txt	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume 23.txt	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume 24.docx	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume 24.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume Final Hopefully.docx	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume Final Hopefully.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume Final Hopefully.pdf	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume Final Hopefully.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume Updated.pdf	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume Updated.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume Wrapped fixed bullets.pdf	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume Wrapped fixed bullets.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume Wrapped.docx	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume Wrapped.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume Wrapped.pdf	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume Wrapped.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume copy.pdf	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume copy.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume.docx	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/Leo Goldberg Resume.pdf	career-core/resumes/grad-recruiting/Other/Leo Goldberg Resume.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/Other/_MConverter.eu_Leo Goldberg Resume 23.json	career-core/resumes/grad-recruiting/Other/_MConverter.eu_Leo Goldberg Resume 23.json	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/S&T/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/Resume/S&T/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Resume/S&T/Asset Management : Structured Credit/Finance S&T Resume.pdf	career-core/resumes/grad-recruiting/S&T/Asset Management : Structured Credit/Finance S&T Resume.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/S&T/Asset Management : Structured Credit/Leo Goldberg Resume.docx	career-core/resumes/grad-recruiting/S&T/Asset Management : Structured Credit/Leo Goldberg Resume.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/S&T/Asset Management : Structured Credit/Leo Goldberg Resume.pdf	career-core/resumes/grad-recruiting/S&T/Asset Management : Structured Credit/Leo Goldberg Resume.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/S&T/Asset Management : Structured Credit/~$o Goldberg Resume New York.docx	legacy-unclassified/system-metadata/Grad Recruiting/Resume/S&T/Asset Management : Structured Credit/~$o Goldberg Resume New York.docx	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Resume/S&T/Florida/Leo Goldberg Resume Florida.docx	career-core/resumes/grad-recruiting/S&T/Florida/Leo Goldberg Resume Florida.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/S&T/Florida/Leo Goldberg Resume.pdf	career-core/resumes/grad-recruiting/S&T/Florida/Leo Goldberg Resume.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/S&T/Location Agnostic/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/Resume/S&T/Location Agnostic/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Resume/S&T/Location Agnostic/Leo Goldberg Resume.pdf	career-core/resumes/grad-recruiting/S&T/Location Agnostic/Leo Goldberg Resume.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/S&T/New York/Leo Goldberg Resume New York.docx	career-core/resumes/grad-recruiting/S&T/New York/Leo Goldberg Resume New York.docx	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/S&T/New York/Leo Goldberg Resume.pdf	career-core/resumes/grad-recruiting/S&T/New York/Leo Goldberg Resume.pdf	move-as-bundle	high	Grad Recruiting/Resume/	Reusable resume-version area.
Grad Recruiting/Resume/S&T/New York/~$o Goldberg Resume Florida.docx	legacy-unclassified/system-metadata/Grad Recruiting/Resume/S&T/New York/~$o Goldberg Resume Florida.docx	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Resume/~$o Goldberg Resume Chat	legacy-unclassified/system-metadata/Grad Recruiting/Resume/~$o Goldberg Resume Chat	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/SMBC/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/SMBC/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/SMBC/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/SMBC/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/ScotiaBank/Corp Acess Global Banking & Markets/(14) Analyst, US Corporate Access, Global Banking & Markets - New York, New York _ Scotiabank _ LinkedIn.pdf	recruiting/applications/2026-graduate/ScotiaBank/Corp Acess Global Banking & Markets/(14) Analyst, US Corporate Access, Global Banking & Markets - New York, New York _ Scotiabank _ LinkedIn.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/ScotiaBank/Cover Letters/Santander/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/ScotiaBank/Cover Letters/Santander/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/ScotiaBank/Cover Letters/Santander/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/ScotiaBank/Cover Letters/Santander/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/ScotiaBank/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/ScotiaBank/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/ScotiaBank/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/ScotiaBank/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/ScotiaBank/Leo Goldberg Resume copy.pdf	recruiting/applications/2026-graduate/ScotiaBank/Leo Goldberg Resume copy.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/ScotiaBank/Leo Goldberg Resume.docx	recruiting/applications/2026-graduate/ScotiaBank/Leo Goldberg Resume.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/ScotiaBank/Leo Goldberg Resume.pdf	recruiting/applications/2026-graduate/ScotiaBank/Leo Goldberg Resume.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Screenshot 2026-01-06 at 2.03.13 PM.png	experience-and-portfolio/volunteering/Barcelona English Teaching/Screenshot 2026-01-06 at 2.03.13 PM.png	proposed-move	high	Grad Recruiting/Screenshot 2026-01-06 at 2.03.13 PM.png	Photo shows farewell and thank-you messages from Leo's English students.
Grad Recruiting/Screenshot 2026-01-06 at 4.21.03 PM.png	outreach/contacts-and-introductions/DTCC/Screenshot 2026-01-06 at 4.21.03 PM.png	proposed-move	high	Grad Recruiting/Screenshot 2026-01-06 at 4.21.03 PM.png	Screenshot records a DTCC talent-acquisition contact's LinkedIn experience.
Grad Recruiting/Sony Music Industry - The Orchard Label/Leo Goldberg Cover Letter.docx	recruiting/applications/2026-graduate/Sony Music Industry - The Orchard Label/Leo Goldberg Cover Letter.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Sony Music Industry - The Orchard Label/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/Sony Music Industry - The Orchard Label/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Structured Owl Credit/.DS_Store	legacy-unclassified/system-metadata/Grad Recruiting/Structured Owl Credit/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Structured Owl Credit/Blue Owl Capital/Leo Goldberg.docx	recruiting/applications/2026-graduate/Structured Owl Credit/Blue Owl Capital/Leo Goldberg.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Structured Owl Credit/Leo Goldberg Cover Letter 2.docx	recruiting/applications/2026-graduate/Structured Owl Credit/Leo Goldberg Cover Letter 2.docx	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Structured Owl Credit/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/Structured Owl Credit/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Structured Owl Credit/Peer Tutoring Role.pdf	recruiting/applications/2026-graduate/Structured Owl Credit/Peer Tutoring Role.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Structured Owl Credit/Sturcutred Credit Analyst Description.pdf	recruiting/applications/2026-graduate/Structured Owl Credit/Sturcutred Credit Analyst Description.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Structured Owl Credit/~$o Goldberg Cover Letter 2.docx	legacy-unclassified/system-metadata/Grad Recruiting/Structured Owl Credit/~$o Goldberg Cover Letter 2.docx	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/Tell Me About Yourself Drafts/Draft 1.mov	recruiting/interview-prep/Tell Me About Yourself/Draft 1.mov	move-as-bundle	high	Grad Recruiting/Tell Me About Yourself Drafts/	Reusable interview preparation.
Grad Recruiting/Tell Me About Yourself Drafts/Draft 2.mov	recruiting/interview-prep/Tell Me About Yourself/Draft 2.mov	move-as-bundle	high	Grad Recruiting/Tell Me About Yourself Drafts/	Reusable interview preparation.
Grad Recruiting/Tell Me About Yourself Drafts/Nintendo: Unwavering Customer Loyalty, Supported By Robust Fundamentals To Sustain Unending Innovati.png	recruiting/interview-prep/Tell Me About Yourself/Nintendo: Unwavering Customer Loyalty, Supported By Robust Fundamentals To Sustain Unending Innovati.png	move-as-bundle	high	Grad Recruiting/Tell Me About Yourself Drafts/	Reusable interview preparation.
Grad Recruiting/Tell Me About Yourself Drafts/What's That Sound?.png	recruiting/interview-prep/Tell Me About Yourself/What's That Sound?.png	move-as-bundle	high	Grad Recruiting/Tell Me About Yourself Drafts/	Reusable interview preparation.
Grad Recruiting/US Bank/Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/US Bank/Leo Goldberg Cover Letter.pdf	proposed-move	medium	Grad Recruiting/	Most content is graduate recruiting, with functional exceptions below.
Grad Recruiting/Unofficial Transcript.pdf	career-core/transcripts/Unofficial Transcript.pdf	proposed-move	medium	Grad Recruiting/Unofficial Transcript.pdf	Reusable transcript candidate; identity and currency require review.
Grad Recruiting/Valet Offer LEtter.pdf	recruiting/applications/2026-graduate/Valet/Valet Offer LEtter.pdf	proposed-move	medium	Grad Recruiting/Valet Offer LEtter.pdf	Offer/application record; exact employer context requires review.
Grad Recruiting/Wall Street Prep Excel Certificate of Completion.pdf	career-core/certifications/Wall Street Prep Excel Certificate of Completion.pdf	proposed-move	high	Grad Recruiting/Wall Street Prep Excel Certificate of Completion.pdf	Reusable certification evidence.
Grad Recruiting/Wall Street Prep Excel.jpg	career-core/certifications/Wall Street Prep Excel.jpg	proposed-move	high	Grad Recruiting/Wall Street Prep Excel.jpg	Certification image/supporting evidence.
Grad Recruiting/Zev Scherl/Leo Goldberg Role Interests.docx	outreach/contacts-and-introductions/Zev Scherl/Leo Goldberg Role Interests.docx	move-as-bundle	high	Grad Recruiting/Zev Scherl/	Connector-specific relationship material.
Grad Recruiting/Zev Scherl/Leo Goldberg Role Interests.pdf	outreach/contacts-and-introductions/Zev Scherl/Leo Goldberg Role Interests.pdf	move-as-bundle	high	Grad Recruiting/Zev Scherl/	Connector-specific relationship material.
Grad Recruiting/vrc portfolio analysis/Leo Goldberg Cover Letter.docx	experience-and-portfolio/investment-projects/VRC Portfolio Analysis/Leo Goldberg Cover Letter.docx	move-as-bundle	high	Grad Recruiting/vrc portfolio analysis/	Portfolio/investment analysis rather than an application.
Grad Recruiting/vrc portfolio analysis/Leo Goldberg Cover Letter.pdf	experience-and-portfolio/investment-projects/VRC Portfolio Analysis/Leo Goldberg Cover Letter.pdf	move-as-bundle	high	Grad Recruiting/vrc portfolio analysis/	Portfolio/investment analysis rather than an application.
Grad Recruiting/~$Master Applications.xlsx	legacy-unclassified/system-metadata/Grad Recruiting/~$Master Applications.xlsx	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Grad Recruiting/~$Master Netoworking.xlsx	legacy-unclassified/system-metadata/Grad Recruiting/~$Master Netoworking.xlsx	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
IMG_1944.JPG	education-and-leadership/coursework/UAB/CryptoEconomy Midterm/IMG_1944.JPG	proposed-move	high	IMG_1944.JPG	Photo shows the UAB CryptoEconomy midterm reflection assignment.
Leo Goldberg Cover Letter JP Template.docx	career-core/cover-letter-templates/Leo Goldberg Cover Letter JP Template.docx	proposed-move	high	Leo Goldberg Cover Letter JP Template.docx	Reusable template by filename.
Leo Goldberg Cover Letter.pdf	recruiting/applications/2026-graduate/JPMorgan/Capital Markets Graduate Analyst Program/Leo Goldberg Cover Letter.pdf	proposed-move	high	Leo Goldberg Cover Letter.pdf	Content identifies JPMorgan's Markets Capital Markets Graduate Analyst Program.
Leo Goldberg Transcript OLD.pdf	career-core/transcripts/historical/Leo Goldberg Transcript OLD.pdf	proposed-move	high	Leo Goldberg Transcript OLD.pdf	Historical transcript; preserve OLD label.
Leo Goldberg Transcript.pdf	career-core/transcripts/Leo Goldberg Transcript.pdf	proposed-move	medium	Leo Goldberg Transcript.pdf	Transcript candidate; authority/currentness still requires review.
Leo Schedule.png	education-and-leadership/coursework/schedules/2024 Spring/Leo Schedule.png	proposed-move	high	Leo Schedule.png	Calendar screenshot shows the week of 2024-01-15 and course codes.
Leo_G_Schedule.png	education-and-leadership/coursework/schedules/historical-undated/Leo_G_Schedule.png	proposed-move	medium	Leo_G_Schedule.png	Course schedule is clearly academic, but its term is not visible.
Leo_Goldberg_Resume No HyperLink.docx	career-core/resumes/legacy-version-library/root-imports/Leo_Goldberg_Resume No HyperLink.docx	proposed-move	medium	Leo_Goldberg_Resume No HyperLink.docx	Resume version; audience and authority unresolved.
Leo_Goldberg_Resume OLD.pdf	career-core/resumes/legacy-version-library/root-imports/Leo_Goldberg_Resume OLD.pdf	proposed-move	high	Leo_Goldberg_Resume OLD.pdf	Explicit historical resume.
Leo_Goldberg_Resume.pdf	career-core/resumes/legacy-version-library/root-imports/Leo_Goldberg_Resume.pdf	proposed-move	medium	Leo_Goldberg_Resume.pdf	Resume version; audience and authority unresolved.
Leo_Goldberg_Resume2 Old.pdf	career-core/resumes/legacy-version-library/root-imports/Leo_Goldberg_Resume2 Old.pdf	proposed-move	high	Leo_Goldberg_Resume2 Old.pdf	Explicit historical resume.
Maximizing My Time in College.png	education-and-leadership/organizations/GCC/Maximizing My Time in College.png	proposed-move	medium	Maximizing My Time in College.png	Likely GCC-related presentation artifact; verify visually before move.
Networking Spreadsheet Icloud Drive.xlsx	recruiting/trackers/Networking Spreadsheet Icloud Drive.xlsx	proposed-move	high	Networking Spreadsheet Icloud Drive.xlsx	Candidate networking tracker; authority unresolved.
Networking Spreadsheet Template.xlsx	recruiting/trackers/templates/Networking Spreadsheet Template.xlsx	proposed-move	high	Networking Spreadsheet Template.xlsx	Tracker template.
Networking Spreadsheet.xlsx	recruiting/trackers/Networking Spreadsheet.xlsx	proposed-move	high	Networking Spreadsheet.xlsx	Candidate networking tracker; authority unresolved.
Oz Letter.docx	recruiting/applications/academic-roles/USC FINA 363 TA/Oz Letter.docx	proposed-move	high	Oz Letter.docx	Email-style application for a FINA 363 teaching-assistant position addressed to Professor Oz.
Printed Applications/BOFA/- Bank of America.pdf	recruiting/applications/printed-submissions/BOFA/- Bank of America.pdf	move-as-bundle	high	Printed Applications/	Printed application records.
Printed Applications/BOFA/capital markets ny and charlotte.pdf	recruiting/applications/printed-submissions/BOFA/capital markets ny and charlotte.pdf	move-as-bundle	high	Printed Applications/	Printed application records.
Printed Applications/Jefferies Equity S&T.pdf	recruiting/applications/printed-submissions/Jefferies Equity S&T.pdf	move-as-bundle	high	Printed Applications/	Printed application records.
Printed Applications/Jefferies IB Generalist.pdf	recruiting/applications/printed-submissions/Jefferies IB Generalist.pdf	move-as-bundle	high	Printed Applications/	Printed application records.
Printed Applications/Lazard Capital Restructuring IB.pdf	recruiting/applications/printed-submissions/Lazard Capital Restructuring IB.pdf	move-as-bundle	high	Printed Applications/	Printed application records.
Resume/.DS_Store	legacy-unclassified/system-metadata/Resume/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Resume/GCC Template/Alexis McConomy Resume.pdf	career-core/resumes/legacy-version-library/GCC Template/Alexis McConomy Resume.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/GCC Template/Cover Letter Template YT.docx	career-core/resumes/legacy-version-library/GCC Template/Cover Letter Template YT.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/GCC Template/Finance Scholars Template.docx	career-core/resumes/legacy-version-library/GCC Template/Finance Scholars Template.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/GCC Template/Jess Layton Resume.pdf	career-core/resumes/legacy-version-library/GCC Template/Jess Layton Resume.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/GCC Template/Kameron Little.pdf	career-core/resumes/legacy-version-library/GCC Template/Kameron Little.pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/GCC Template/Resume Template Fall 2021.docx	career-core/resumes/legacy-version-library/GCC Template/Resume Template Fall 2021.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/GCC Template/Resume+Template+(with+Mark-up) (1).docx	career-core/resumes/legacy-version-library/GCC Template/Resume+Template+(with+Mark-up) (1).docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/GCC Template/Resume+Template+(with+Mark-up).docx	career-core/resumes/legacy-version-library/GCC Template/Resume+Template+(with+Mark-up).docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/GCC Template/Scholars Template 2.docx	career-core/resumes/legacy-version-library/GCC Template/Scholars Template 2.docx	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
Resume/PDF Versions/.DS_Store	legacy-unclassified/system-metadata/Resume/PDF Versions/.DS_Store	metadata-quarantine	high	[metadata rule]	Finder metadata or Office temporary/lock file; quarantine without treating it as substantive evidence or deleting it.
Resume/PDF Versions/Leo Goldberg Resume (1).pdf	career-core/resumes/legacy-version-library/PDF Versions/Leo Goldberg Resume (1).pdf	move-as-bundle	high	Resume/	Historical resume versions and submission copies.
